track_name,pos,album_name,artist_name,duration_ms,playlist_name,playlist_pid,playlist_num_tracks,playlist_num_albums,playlist_num_artists,playlist_num_followers,playlist_collaborative,harmony_degree,tonic,mode,tempo,mfcc_shape,spectral_contrast_mean,spectral_contrast_var,spectral_centroid_mean,spectral_centroid_var,spectral_flatness_mean,spectral_flatness_var,progression1,progression2
ライラック,85,ライラック,Mrs. GREEN APPLE,288200,monke SARU,42,92,65,19,4,False,5.992344790630024,G,minor,151.99908088235293,"(13, 13063)",21.673359240539167,11.571508847027712,2443.753151930519,761.4092467477536,0.052568357,0.16314024,"['III', 'i', 'v', 'bVI', 'III']","['i', 'v', 'bVI', 'III', 'bVII', 'i', 'v']"
食卓,86,劇場,natori,206773,monke SARU,42,92,65,19,4,False,7.233513391852352,E,minor,103.359375,"(13, 8886)",21.322522203065176,11.53404375457085,2469.9871558652594,767.6721225637206,0.035711296,0.07823611,"['bio', 'i', 'IV', 'V']","['i', 'IV', 'V', 'i']"
エウレカ,87,劇場,natori,184400,monke SARU,42,92,65,19,4,False,7.187925384421477,E,major,161.4990234375,"(13, 7934)",21.24149680664792,11.80182401182866,2884.06840167882,636.4668785243874,0.046736814,0.03777026,"['I', 'bivo5b3', 'II', 'I', 'bVII', 'vi', 'IV', 'I']","['bivo5b3', 'ii', 'vi', 'V', 'vi', 'VI', 'ii', 'iii']"
ターミナル,88,劇場,natori,266653,monke SARU,42,92,65,19,4,False,6.997980152805831,C,major,117.45383522727272,"(13, 11387)",21.919594510148173,11.53838894563134,2373.276793081896,572.0905186224227,0.02015131,0.020764519,"['vi', 'vii', 'V', 'I', 'vii', 'iii', 'I']","['V', 'VI', 'V', 'vi', 'viio', 'V', 'iio', 'I']"
MIRROR,89,MIRROR,Ado,178000,monke SARU,42,92,65,19,4,False,8.584657109647424,F#,minor,112.34714673913044,"(13, 7743)",22.76337019976084,11.466187566140263,2346.959738212488,1084.0480734273117,0.03427986,0.11582797,"['iv', 'i', 'bII', 'I', 'i', 'bII', 'IV', 'I']","['bvii', 'i', 'bVI', 'biv', 'bvii', 'bVI+', 'ivo', 'iii']"
金木犀,90,劇場,natori,276773,monke SARU,42,92,65,19,4,False,5.722432819476034,A#,minor,117.45383522727272,"(13, 11871)",21.98596042159171,12.10209059930569,2310.9524147978195,637.5504029085771,0.023411399,0.068620965,"['biii', 'bbvi', 'biii', 'bbvi']","['III', 'bvi', 'bii', 'III']"
feel like,91,feel like,Eve,179177,monke SARU,42,92,65,19,4,False,4.2991279417035,D,major,67.99958881578948,"(13, 8371)",22.666688234378068,11.703782246987696,2001.967508514473,821.6259778498148,0.015782513,0.031468682,"['bvii', 'bVI', 'bvii', 'bVI']","['IV', 'I', 'II', 'I', 'V', 'IV', 'II', 'I']"
Jane’s Addiction- My Time,0,YouTube,Dan Pollock & The Pretensions Music  ,210000,Liked videos,LL,729,0,530,0,False,5.339664556259025,D,major,117.45383522727272,"(13, 9003)",23.611280672526505,11.421249437846464,2679.1684497145343,503.773858429206,0.029229878,0.06199345,"['bVII', 'IV', 'bVII', 'I', 'bVII', 'IV', 'bVII', 'I']","['IV', 'bVII', 'i', 'I', 'bVII', 'IV', 'bVII', 'I']"
ILLIT (아일릿) ‘Lucky Girl Syndrome’ Instrumental,1,YouTube,ONEDOORful,141000,Liked videos,LL,729,0,530,0,False,6.0170671085335545,D,minor,117.45383522727272,"(13, 6035)",22.065220837552957,12.181328964198231,2301.338106637524,1105.0264356746195,0.035527784,0.06605434,"['bVI', 'v', 'viio', 'i', 'vii']","['i', 'vii', 'bVII', 'III']"
恋の予感(koi no yokan)　安全地帯,2,YouTube,ANZEN_CHITAI,196000,Liked videos,LL,729,0,530,0,False,4.546936347412255,A,minor,112.34714673913044,"(13, 8405)",23.67238845394514,11.636213966113136,2124.5010343170206,573.0589467114676,0.016791202,0.033251483,"['v', 'i', 'III', 'bVI']","['i', 'III', 'bVI', 'iv']"
ワインレッドの心(Wine Red no Kokoro)　安全地帯,3,YouTube,ANZEN_CHITAI,175000,Liked videos,LL,729,0,530,0,False,3.48167399706784,F,minor,117.45383522727272,"(13, 7503)",22.93723913621352,11.549747067119585,2158.901447837515,723.5231311750152,0.0170232,0.032792103,"['i', '#V', 'iio', 'i']","['#V', 'i', 'iv', '#V', 'iv', 'V', 'i', 'V']"
ILLIT (아일릿) ‘Magnetic’ Instrumental,4,YouTube,ONEDOORful,161000,Liked videos,LL,729,0,530,0,False,4.066137184115523,A#,minor,129.19921875,"(13, 6925)",23.61761970969105,11.046722709512892,1874.0614694557623,1393.721657670039,0.018415665,0.042515,"['bVI', 'bbVI', 'bbii', 'bbi', 'bVI', 'bbVI', 'bbii']","['bbi', 'bVI', 'bbVI', 'bbii', 'bbi']"
EPMD - Never Seen Before (remix instrumental),5,YouTube,HKSoulB,171000,Liked videos,LL,729,0,530,0,False,5.660931312303701,A,minor,95.703125,"(13, 7323)",22.8392016243337,13.320482519888374,1787.2783131454064,930.6048673564254,0.016614167,0.071318105,"['v', 'i', 'bVII', 'ii', 'v', 'i', 'bVII']","['ii', 'v', 'i', 'bVII', 'ii']"
The Association  Windy,6,YouTube,lone46wolf,178000,Liked videos,LL,729,0,530,0,False,4.021562990067956,F,major,129.19921875,"(13, 7652)",22.646091267101067,12.397253343122154,2011.2714608711767,601.1661232411959,0.029873537,0.14456066,"['I', 'bVII', 'ii', 'I', 'bVII', 'IV', 'V', 'I']","['V', 'I', 'bVII', 'ii', 'I']"
Association - Never My Love (1967),7,YouTube,NVNCBL,188000,Liked videos,LL,729,0,530,0,False,2.8347394540942927,C#,major,95.703125,"(13, 8060)",22.391816341516964,10.869694304907114,2077.3780448671228,753.9127715527255,0.016806995,0.028380949,"['I', 'bbVI', 'bVII', 'IV', 'I', 'bbvii']","['bVII', 'IV', 'I', 'bbvii', 'I', 'IV', 'I']"
Photek - Pharoah,8,YouTube,CircuitDubstep,345000,Liked videos,LL,729,0,530,0,False,3.4020861372812923,C,minor,112.34714673913044,"(13, 14860)",21.24991158952469,12.909451394528602,2690.4158983437856,995.2651405106368,0.045338877,0.09316532,"['i', 'v', 'i', 'v', 'I']","['i', 'v', 'I', 'v']"
Billie Eilish - BIRDS OF A FEATHER (Official Music Video),9,YouTube,Billie Eilish,231000,Liked videos,LL,729,0,530,0,False,5.69989939637827,D,major,103.359375,"(13, 9940)",21.095050741660927,10.486608562971206,1712.1283081449085,939.0548828364084,0.09662111,0.28156343,"['V', 'I', 'vi', 'ii', 'V']","['I', 'vi', 'ii', 'V', 'I']"
BTS (방탄소년단) 'Dynamite' Official MV,10,YouTube,HYBE LABELS,224000,Liked videos,LL,729,0,530,0,False,6.285966735966736,F#,major,112.34714673913044,"(13, 9620)",22.21787544958225,11.56397562109928,2683.6821940814075,917.401508393077,0.0286246,0.055158198,"['v', 'i', 'bVII', 'v', 'i', 'bVII', 'v', 'i']","['bbvii', 'bbiii', 'I', 'bbvii', 'bbiii', 'I']"
BTS (방탄소년단) 'Butter' Official MV,11,YouTube,HYBE LABELS,183000,Liked videos,LL,729,0,530,0,False,5.927036989958053,G#,major,112.34714673913044,"(13, 7867)",20.852099158846336,11.643590640671878,2424.1093892278877,1091.2888737333858,0.102710225,0.260217,"['IV', 'bbVI', 'IV', 'bbVI', 'bbvii', 'IV', 'bbvii', 'ii']","['ii', 'bbVI', 'bbvii', 'ii']"
The Weeknd - Blinding Lights (Official Video),12,YouTube,The Weeknd,263000,Liked videos,LL,729,0,530,0,False,4.864319830178666,F,minor,86.1328125,"(13, 11306)",21.31453391852055,12.38110543335486,1956.928031985852,911.7380049980228,0.034069635,0.13607958,"['i', 'v', 'bVII', 'IV']","['IV', 'III', 'i', 'v', 'bVII']"
NewJeans (뉴진스) 'Super Shy' Official MV,13,YouTube,HYBE LABELS,201000,Liked videos,LL,729,0,530,0,False,4.475606936416185,F,major,151.99908088235293,"(13, 8650)",22.60230259823206,11.252607008910967,2204.1988882073742,1042.3702968501798,0.014480573,0.027767353,"['i', 'ii', 'bVII', 'i']","['ii', 'bVII', 'i', 'bVII', 'ii', 'bVII', 'i']"
Monster Magnet - Twin Earth (HQ),14,YouTube,A Giant Sloar,233000,Liked videos,LL,729,0,530,0,False,4.440343176376696,A#,minor,172.265625,"(13, 10024)",21.58826363601617,12.652685556735452,2661.935415840962,354.7254143032772,0.0315513,0.034226857,"['bbII', 'III', 'bbV', 'bbII']","['III', 'bbV', 'bbII', 'III']"
Pharrell Williams & Trey Parker - Hug Me (Audio),15,YouTube,Pharrell Williams,143000,Liked videos,LL,729,0,530,0,False,4.942241801272639,C,major,143.5546875,"(13, 6129)",21.716726871231767,11.467199074519996,2592.7301339822457,910.45393522225,0.045641635,0.12552351,"['I', 'IV', 'I', 'IV']","['IV', 'I', 'IV', 'ii', 'V', 'I', 'IV', 'I']"
SZA - Saturn,16,YouTube,SZA,188000,Liked videos,LL,729,0,530,0,False,4.457513914656772,G#,major,89.10290948275862,"(13, 8085)",23.167485949713083,10.59350336503933,2088.48039806299,745.9227899577733,0.023135334,0.09750569,"['IV', 'bbvi', 'IV', 'bbvi']","['IV', 'bbvi', 'bbII', 'IV']"
SZA - Snooze (Audio),17,YouTube,SZA,204000,Liked videos,LL,729,0,530,0,False,3.1424982872802008,D,minor,143.5546875,"(13, 8758)",23.554896139587274,11.009124513800312,1699.1077838620504,769.8193950144588,0.015834605,0.090245485,"['i', 'ii', 'III', 'i']","['ii', 'III', 'i', 'ii']"
Perfume - Polyrhythm (Official Music Video),18,YouTube,Perfume,258000,Liked videos,LL,729,0,530,0,False,5.273644388398487,C,minor,129.19921875,"(13, 11102)",21.60649143975567,11.121627307020065,3215.6733924379405,690.7358114618312,0.07401637,0.082742795,"['bVI', 'v', 'bVI', 'v']","['i', 'bVI', 'v', 'bVI']"
Gwen Stefani - Rich Girl (Official Music Video) ft. Eve,19,YouTube,Gwen Stefani,246000,Liked videos,LL,729,0,530,0,False,7.3207314762175475,C,major,99.38401442307692,"(13, 10554)",22.14916607748168,11.641038544523743,3005.0878659010014,879.4365925838015,0.045081876,0.088689476,"['i', 'iio', 'i', 'iio', 'i']","['i', 'IV', 'i', 'iio', 'i']"
Gwen Stefani - Hollaback Girl (Official Music Video),20,YouTube,Gwen Stefani,211000,Liked videos,LL,729,0,530,0,False,7.409326997458282,D#,minor,112.34714673913044,"(13, 9049)",20.787261041918818,12.115071580245392,2244.344199979001,799.4532381718176,0.035378404,0.09892912,"['bVI', 'bbii', 'bVI', 'bbii', 'bVI']","['bbii', 'bVI', 'bbii', 'bVI', 'bbVI']"
Gwen Stefani ft Justin Timberlake   What U Workin' With,21,YouTube,Duubalin Hard,191000,Liked videos,LL,729,0,530,0,False,4.403455408200511,G,major,103.359375,"(13, 8219)",21.88448377248093,11.590887691760932,2541.039547164792,946.3685906236816,0.03564854,0.087008804,"['iii', 'I', 'iii', 'I']","['I', 'iii', 'I', 'iii']"
"Fetty Wap ""679"" feat. Remy Boyz [Official Video]",22,YouTube,Harlem Fetty,224000,Liked videos,LL,729,0,530,0,False,,,,,,,,,,,,,
Harry Styles - As It Was (Official Video),23,YouTube,Harry Styles,166000,Liked videos,LL,729,0,530,0,False,3.5344174961446795,B,minor,172.265625,"(13, 7133)",22.274777683743984,11.018669855281328,1867.2242512033388,802.6145567408288,0.01415709,0.060615785,"['i', 'IV', 'v', 'i']","['i', 'i', 'IV', 'v']"
Post Malone - Circles (Official Music Video),24,YouTube,Post Malone,227000,Liked videos,LL,729,0,530,0,False,4.821175746383503,C,major,117.45383522727272,"(13, 9747)",22.20146792444413,11.59048310194028,1863.7439634090729,944.8460849570748,0.014247129,0.061935127,"['IV', 'vi', 'iii', 'vi']","['vi', 'iii', 'vi', 'V', 'IV', 'ii', 'iii', 'I']"
FIFTY FIFTY (피프티피프티) - 'Cupid'  Official MV,25,YouTube,FIFTY FIFTY Official,203000,Liked videos,LL,729,0,530,0,False,5.128537060373468,D,major,117.45383522727272,"(13, 8729)",23.475910173615876,10.889086724930973,2050.117977817896,894.0842970853441,0.026872946,0.11419747,"['V', 'I', 'vi', 'ii', 'V', 'I', 'vi']","['ii', 'V', 'I', 'vi', 'ii']"
Cafuné - Tek It (Sped Up) [Official Audio],26,YouTube,CAFUNÉ,167000,Liked videos,LL,729,0,530,0,False,8.286350354807292,D#,major,112.34714673913044,"(13, 7187)",22.48158882963096,11.203592969240288,2596.10806830892,728.8404887381637,0.029189305,0.029162785,"['bbII', 'bi', 'bbII', 'bi', 'bbII', 'bi', 'bbII', 'bi']","['bi', 'biv', 'bbII', 'bi', 'bbII']"
Leon Bridges - Laredo (Official Visualizer),27,YouTube,Leon Bridges,193000,Liked videos,LL,729,0,530,0,False,4.238584199081904,A,minor,92.28515625,"(13, 8278)",22.30043388537176,11.162093935224194,2000.6758010923104,703.4796234349354,0.016223397,0.055537246,"['iv', 'bvii', 'i', 'iv']","['bvii', 'i', 'iv', 'bvii']"
The Weeknd - Can't Feel My Face (Official Video),28,YouTube,The Weeknd,219000,Liked videos,LL,729,0,530,0,False,4.335140306122449,A,minor,107.666015625,"(13, 9408)",22.115027194283744,11.849192386117029,2277.1455974712844,1025.6959595955816,0.04971404,0.16439559,"['i', 'bVII', 'bVI', 'iio', 'i', 'iio', 'i', 'bVII']","['bVI', 'i', 'bVII', 'bVI', 'i', 'bvii', 'iv', 'I']"
The Weeknd - Save Your Tears (Official Music Video),29,YouTube,The Weeknd,249000,Liked videos,LL,729,0,530,0,False,4.101492537313433,C,major,117.45383522727272,"(13, 10720)",22.606053431989096,12.416574645779727,2178.600485544699,795.686542081724,0.022548359,0.06550948,"['I', 'vi', 'iii', 'V']","['vi', 'iii', 'V', 'I', 'vi']"
October London - Mulholland Drive (Official Visualizer),30,YouTube,October London,224000,Liked videos,LL,729,0,530,0,False,5.185804842564689,C#,major,112.34714673913044,"(13, 9623)",23.929778031766848,12.16676974914755,1869.350490420867,919.1316684903456,0.017814117,0.080230266,"['I', 'i', 'iv', 'bVII', 'bVI', 'bbvi', 'I']","['bbvi', 'biv', 'I', 'iv']"
Wu-Tang Clan - Protect Ya Neck (Official HD Video),31,YouTube,Wu-Tang Clan,290000,Liked videos,LL,729,0,530,0,False,4.538622129436326,G#,minor,103.359375,"(13, 12454)",23.11908291263352,12.34796748776848,1977.5631392571236,885.3137605398019,0.0098958695,0.031788293,"['III', 'bbII', 'bII+5#3', 'biio', 'bviio5b3', 'bVI', 'biiio5b3', 'iii']","['bivo', 'bVI', 'bbii', 'bbVII', 'bbII', 'bIII', 'biio', 'iii']"
"Dr Dre - Nuthin' But A ""G"" Thang [Official Music Video]",32,YouTube,Dr. Dre,285000,Liked videos,LL,729,0,530,0,False,,,,,,,,,,,,,
Ice Cube - It Was A Good Day,33,YouTube,Ice Cube / Cubevision,307000,Liked videos,LL,729,0,530,0,False,,,,,,,,,,,,,
Daft Punk - Around The World (Official Music Video Remastered),34,YouTube,Daft Punk,242000,Liked videos,LL,729,0,530,0,False,7.52594656928695,A,minor,123.046875,"(13, 10406)",22.45201263543196,11.487315739662938,2549.901394748861,1491.3001141747532,0.050215445,0.120638266,"['I', 'bVII', 'I', 'bVII', 'I', 'bVII']","['III', 'v', 'III', 'v']"
Daft Punk - Get Lucky (Official Video) feat. Pharrell Williams and Nile Rodgers,35,YouTube,convar HUN,248000,Liked videos,LL,729,0,530,0,False,7.266191770550192,F#,minor,117.45383522727272,"(13, 10669)",21.96253406176641,11.289072077049203,2025.476763620341,743.9257648506576,0.01318251,0.037350748,"['iv', 'bVI', 'i', 'bVII', 'iv', 'bVI', 'i', 'bVII']","['bVI', 'i', 'bVII', 'iv', 'iv', 'i', 'bVII', 'iv']"
Outkast - Hey Ya! (Official HD Video),36,YouTube,Outkast,304000,Liked videos,LL,729,0,530,0,False,5.542542619065821,E,minor,80.74951171875,"(13, 13081)",21.564549030228108,12.211039190870938,2077.7294585343484,515.2748550190702,0.023359854,0.07027419,"['bVI', 'bVII', 'i', 'III']","['III', 'bVI', 'bVII', 'I', 'III']"
"Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"") (Official Video)",37,YouTube,Justin Timberlake,286000,Liked videos,LL,729,0,530,0,False,,,,,,,,,,,,,
Sia - Rainbow (Lyrics) - My Little Pony: The Movie (Soundtrack) [HD],38,YouTube,Flutter525,201000,Liked videos,LL,729,0,530,0,False,,,,,,,,,,,,,
The Misfits-Skulls,39,YouTube,Beck Martens,178000,Liked videos,LL,729,0,530,0,False,7.797479984249901,A,major,112.34714673913044,"(13, 7619)",20.56920148853765,11.827795037278236,2601.1970030911643,820.6612219911033,0.045824848,0.052057486,"['VI', 'ii', 'VI', 'ii']","['VI', 'v', 'IV', 'V']"
The Misfits - Astro Zombies (Lyric Video),40,YouTube,Pixel Potion,135000,Liked videos,LL,729,0,530,0,False,7.527806563039723,E,minor,107.666015625,"(13, 5790)",20.291334339561644,11.21727135765946,2528.818434938285,572.3244463766812,0.047644343,0.11109317,"['bII', 'III', 'bVI', 'bII', 'III', 'bVI']","['bVI', 'bII', 'III', 'bVI', 'bII']"
In The Doorway (C.I. Recording 1978),41,YouTube,The Misfits - Topic,85000,Liked videos,LL,729,0,530,0,False,6.323561643835617,E,minor,143.5546875,"(13, 3650)",21.217136419073512,11.246450254287373,2049.669755772079,422.7106009575126,0.018088415,0.046357002,"['bII', 'i', 'bII', 'IV', 'III', 'IV', 'bII', 'I']","['IV', 'bVII', 'IV', 'bVII', 'IV']"
TVアニメ『呪術廻戦』第2期「懐玉・玉折」ノンクレジットOPムービー／OPテーマ：キタニタツヤ「青のすみか」｜毎週木曜夜11時56分～MBS/TBS系列全国28局にて放送中!!,42,YouTube,TOHO animation チャンネル,91000,Liked videos,LL,729,0,530,0,False,,,,,,,,,,,,,
The End of the World,43,YouTube,Skeeter Davis - Topic,158000,Liked videos,LL,729,0,530,0,False,2.4437591776798824,A#,major,69.83741554054055,"(13, 6810)",24.646218658346267,10.166256899977109,1850.307410184804,699.04257195315,0.022577059,0.12544316,"['bbVI', 'bbII', 'bbVI', 'bbvii', 'biv']","['bbiii', 'biv', 'bbVII', 'bbiii', 'bbVI', 'bbII']"
Tell Her No The Zombies ReStored ReCut Video TRUE 1964 STEREO HiQ Hybrid JARichardsFilm,44,YouTube,jarichards99utube,135000,Liked videos,LL,729,0,530,0,False,3.6130870165745854,B,major,135.99917763157896,"(13, 5792)",22.46377246163337,11.001462481795208,1876.2899779571032,775.8236417695203,0.07189797,0.2328972,"['v', 'vi', 'IV', 'v', 'vi']","['IV', 'v', 'vi', 'IV', 'v']"
The Zombies - Time Of The Season (Lyric Video),45,YouTube,The Zombies Music,221000,Liked videos,LL,729,0,530,0,False,3.234997372569627,E,minor,123.046875,"(13, 9515)",22.45826104642042,11.908761693694846,2377.152981723368,815.9764974938133,0.06652246,0.19983822,"['v', 'I', 'v', 'I']","['I', 'v', 'I', 'v']"
The Zombies - She's Not There,46,YouTube,nothinking4meman,144000,Liked videos,LL,729,0,530,0,False,2.6080426356589146,A,major,89.10290948275862,"(13, 6192)",22.849689032826056,10.863355745052878,1779.6059747132676,862.902096161086,0.021106115,0.10061779,"['i', 'IV', 'i', 'bVI', 'i', 'IV']","['IV', 'iv', 'i', 'v', 'i', 'IV', 'iv', 'bIII']"
NEW 📀 Let's Live For Today - Grass Roots {Stereo} 1967,47,YouTube,Smurfstools Oldies Music Time Machine,175000,Liked videos,LL,729,0,530,0,False,3.165934212278599,C#,minor,117.45383522727272,"(13, 7509)",22.586062984565448,11.84003456594195,2575.259267202317,906.061007207175,0.062249146,0.18954206,"['III', 'i', 'III', 'i']","['i', 'III', 'i', 'III']"
The green man - illegal (TGM Basswerk rmx),48,YouTube,MultiJebote,393000,Liked videos,LL,729,0,530,0,False,4.937936338894805,G,major,89.10290948275862,"(13, 16902)",20.90389864573374,12.067898511844138,3242.4341861082544,1344.1562448372415,0.053409647,0.06720639,"['bVII', 'i', 'bVII', 'i']","['i', 'bVII', 'i', 'bVII']"
The Clash - Rock the Casbah (Official Video),49,YouTube,The Clash,220000,Liked videos,LL,729,0,530,0,False,6.11900983814662,A,minor,129.19921875,"(13, 9453)",21.96459385121748,13.192218418444504,2999.5449916398543,673.3025891602031,0.05456292,0.04018494,"['iv', 'i', 'bVII', 'v', 'bVI']","['i', 'v', 'bvii', 'iv', 'i']"
The Clash - Police On My Back [[DJK VIDEO]],50,YouTube,La Oveja Estigma,196000,Liked videos,LL,729,0,530,0,False,7.513057929724597,D,major,143.5546875,"(13, 8424)",21.017687246731203,11.646817525843527,2318.414117895529,424.16975228205854,0.024087947,0.022607397,"['IV', 'I', 'IV', 'I']","['I', 'IV', 'I', 'IV']"
THE RASCALS - GROOVIN ON A SUNDAY AFTERNOON.wmv,51,YouTube,Edmund Martin,158000,Liked videos,LL,729,0,530,0,False,2.865566037735849,A#,major,107.666015625,"(13, 6784)",25.41426255901425,14.531646930144168,1590.7015234246458,773.4032717703383,0.049393725,0.21032962,"['bbvii', 'bbvi', 'bbvii', 'bbV', 'bbvi', 'bbvii', 'bbvi', 'bbI']","['bbvi', 'bbvii', 'bbvi', 'bbI', 'bbII']"
KARA - ミスター M/V,52,YouTube,DSPmedia,194000,Liked videos,LL,729,0,530,0,False,,,,,,,,,,,,,
Hai Yorokonde / Kocchi no Kento MV,53,YouTube,こっちのけんと,163000,Liked videos,LL,729,0,530,0,False,,,,,,,,,,,,,
【第75回NHK紅白歌合戦 歌唱曲】踊り子 / Vaundy：MUSIC VIDEO,54,YouTube,Vaundy,246000,Liked videos,LL,729,0,530,0,False,,,,,,,,,,,,,
【Ado】New Genesis / 新時代 (UTA from ONE PIECE FILM RED),55,YouTube,Ado,238000,Liked videos,LL,729,0,530,0,False,,,,,,,,,,,,,
【パプリカ】ダンス ミュージックビデオ | Foorin×米津玄師 | NHK,56,YouTube,NHK,208000,Liked videos,LL,729,0,530,0,False,,,,,,,,,,,,,
Creepy Nuts - Bling-Bang-Bang-Born 『GRAMMY.com | Global Spin Live』,57,YouTube,Creepy Nuts,171000,Liked videos,LL,729,0,530,0,False,,,,,,,,,,,,,
ILLIT (아일릿) ‘Magnetic’ Official MV,58,YouTube,HYBE LABELS,189000,Liked videos,LL,729,0,530,0,False,4.58906982482112,A#,minor,129.19921875,"(13, 8106)",22.34274287816819,11.038301712770965,2640.203891548133,1334.7904802744283,0.029927539,0.056338478,"['bVI', 'bbVI', 'III', 'bbii', 'bbvio5b3', 'III', 'bVI', 'bbVI']","['bbii', 'bbi', 'bVI', 'bbvi', 'bbii', 'bbi', 'bVI', 'bbvi']"
Demolished,59,YouTube,Unwound,169000,Liked videos,LL,729,0,530,0,False,7.507419620774938,G,major,99.38401442307692,"(13, 7278)",21.2678787652016,12.146404911068544,2405.7198056079383,572.5372679162904,0.034651954,0.02819794,"['I', 'iii', 'I', 'iii']","['V', 'VI', 'vi', 'V', 'VI', 'I']"
Push It To The Limit - Paul Engemann,60,YouTube,Stefano Balboa,183000,Liked videos,LL,729,0,530,0,False,8.261101243339255,C,major,151.99908088235293,"(13, 7882)",21.910059918553745,11.813589435665456,2459.380096649092,576.20946510036,0.03232831,0.08779791,"['i', 'iio', 'I', 'i']","['iio', 'I', 'i', 'bVII', 'iv', 'i', 'iio', 'I']"
POISON THE WELL - NERDY,61,YouTube,POISON THE WELL (OFFICIAL),162000,Liked videos,LL,729,0,530,0,False,6.426101987899741,D,minor,117.45383522727272,"(13, 6942)",20.463238618068704,12.007756050856058,2887.60611509771,573.8862742902093,0.04485941,0.038499143,"['III', 'V', 'II', 'III']","['i', 'bVI', 'III', 'II', 'i', 'bVI', 'i', 'I']"
That Day Will Come,62,YouTube,Capleton - Topic,247000,Liked videos,LL,729,0,530,0,False,3.8662144337667232,G,minor,151.99908088235293,"(13, 10614)",22.53988529677932,10.51830864529276,2777.6611996939405,822.6348771446213,0.0311615,0.036057986,"['i', 'iv', 'i', 'iv', 'i', 'iv', 'i', 'iv']","['iv', 'i', 'iv', 'iv', 'i', 'iv', 'i', 'iv']"
Matthew Wilder - Break My Stride,63,YouTube,Infinity,195000,Liked videos,LL,729,0,530,0,False,5.558097962102252,D,minor,107.666015625,"(13, 8391)",22.475229775101877,12.113179623428827,2581.191114496527,772.7953969449593,0.032589544,0.056943472,"['IV', 'bVII', 'vi', 'ii', 'I', 'v']","['vi', 'ii', 'I', 'v', 'vi', 'IV', 'bVII', 'vi']"
Sizzla Kalonji - Solid As A Rock (Official Audio),64,YouTube,Sizzla,215000,Liked videos,LL,729,0,530,0,False,4.395499783643444,D,minor,129.19921875,"(13, 9244)",24.02892804111712,11.024965155473955,2387.02462400476,873.4066663416982,0.0122618945,0.032728296,"['v', 'i', 'v', 'i', 'v', 'i', 'v']","['i', 'v', 'i', 'v', 'IV', 'i', 'IV', 'i']"
Lil' Troy - Wanna Be A Baller (Official Music Video),65,YouTube,LilTroy,250000,Liked videos,LL,729,0,530,0,False,5.595165039516504,F,minor,92.28515625,"(13, 10755)",23.06609167919753,10.991493967062508,2161.945792510724,1089.5437384699455,0.01820698,0.050509244,"['#I', 'III', 'iv', '#I', 'III', 'iv', '#I']","['iv', '#I', 'v', '#I', 'v', '#V', '#I', 'bvii']"
93 'Til Infinity (Instrumental),66,YouTube,Souls of Mischief,293000,Liked videos,LL,729,0,530,0,False,4.959532517093337,G#,major,103.359375,"(13, 12578)",23.288853088592344,12.963242284943142,1856.5801074445128,934.2320437852204,0.02231094,0.113431655,"['bbII', 'bi', 'bvo5b3', 'bbII', 'bi']","['bbII', 'bi', 'bbII', 'bi']"
"Shook Ones, Pt  II (Instrumental)",67,YouTube,Mobb Deep,277000,Liked videos,LL,729,0,530,0,False,3.768146345556768,G,minor,184.5703125,"(13, 11917)",21.228694461526555,11.724542955618007,1892.5913693274724,955.18232522275,0.022427645,0.070483044,"['III', 'IV', '#v', 'III']","['IV', '#v', 'III', 'IV']"
Group Home - Supa Star (Official Video) [Explicit],68,YouTube,UPROXX,239000,Liked videos,LL,729,0,530,0,False,5.586317633320358,F#,minor,92.28515625,"(13, 10276)",22.407939548186665,15.537860098844822,2534.0330984522634,957.9962239857272,0.023768306,0.052334666,"['bI', 'bvii', 'bI', 'bvii']","['bvii', 'bI', 'bvii', 'bI']"
Gladys Knight & The Pips - Save the Overtime (For Me),69,YouTube,Gladys Knight,234000,Liked videos,LL,729,0,530,0,False,6.709317389138017,A,major,107.666015625,"(13, 10035)",21.634642005164025,11.51961027893366,2476.8996667188417,788.6857993078972,0.032350037,0.049257614,"['vi', 'iio', 'vi', 'iiio', 'vi', 'ii', 'vi', 'bVII']","['V', 'I', 'V', 'I']"
Luther Vandross - Stop to Love - Wembley Stadium 1989,70,YouTube,sonymusicvevo,269000,Liked videos,LL,729,0,530,0,False,5.1752915766738665,C#,major,143.5546875,"(13, 11575)",22.18203598688758,11.18125368649216,1959.3789163415984,920.1307656938152,0.016296552,0.031141074,"['iv', 'bbvio', 'iv', 'bbvi', 'I']","['iv', 'bbvi', 'I', 'bIV', 'IV', 'I', 'bIII', 'I']"
Gayngs - The Gaudy Side of Town,71,YouTube,WhatAreTheYouthToDo,428000,Liked videos,LL,729,0,530,0,False,3.943674976915974,B,minor,135.99917763157896,"(13, 18411)",22.739855213247623,10.913768661953938,1621.0701799767628,709.9750581816454,0.009300764,0.029800462,"['bVI', 'i', 'v', 'i']","['iv', 'bVI', 'i', 'v']"
